log(fold change)	-log(adjusted p)	ProtID
-0.6700000000000017	-0.0	O30332
-4.51	9.210340371976182	O30334
-3.6999999999999993	4.710530701645918	O30338
0.9399999999999977	-0.0	O87816
0.2699999999999996	-0.0	P14611
-0.28000000000000114	-0.0	P14697
1.2100000000000009	-0.0	P19911
1.870000000000001	-0.0	P19912
1.3000000000000007	-0.0	P19923
1.379999999999999	-0.0	P21725
0.19000000000000128	-0.0	P23536
0.6499999999999986	-0.0	P23537
1.3099999999999987	-0.0	P23608
-2.8000000000000025	0.026343975339601977	P27745
-2.8900000000000006	0.12228063470883253	P27746
-1.3399999999999999	-0.0	P27749
0.5199999999999996	-0.0	P28613
-0.34999999999999787	-0.0	P28615
0.5399999999999991	-0.0	P31638;Q0K2Z8
4.700000000000001	9.210340371976182	P31903
0.6900000000000013	-0.0	P40117
0.5199999999999996	-0.0	P40118
1.0200000000000031	-0.0	P40119
1.0899999999999999	-0.0	P40289
0.41000000000000014	-0.0	P40852
-0.07000000000000028	-0.0	P42722
-4.309999999999999	9.210340371976182	P46368
0.9399999999999977	-0.0	P50319
3.6000000000000014	3.907035463917107	P50321
1.0200000000000031	-0.0	P50322
-0.08999999999999986	-0.0	P52992
0.7100000000000009	-0.0	P52993
1.3900000000000006	-0.0	Q04539
0.4499999999999993	-0.0	Q04540
1.1600000000000001	-0.0	Q0JY13
0.6099999999999994	-0.0	Q0JY21
-0.5299999999999976	-0.0	Q0JY25
0.4200000000000017	-0.0	Q0JY26;Q0K136
-0.7299999999999969	-0.0	Q0JY27
-0.3500000000000014	-0.0	Q0JY28
-0.1999999999999993	-0.0	Q0JY29
-2.4499999999999993	-0.0	Q0JY30
-0.8099999999999987	-0.0	Q0JY31
0.6199999999999974	-0.0	Q0JY33
0.7699999999999996	-0.0	Q0JY37
0.019999999999999574	-0.0	Q0JY39
0.9999999999999982	-0.0	Q0JY40
1.9400000000000013	-0.0	Q0JY46
0.629999999999999	-0.0	Q0JY47
1.5	-0.0	Q0JY54
0.5699999999999985	-0.0	Q0JY55
-0.7199999999999989	-0.0	Q0JY57
-0.33000000000000185	-0.0	Q0JY58
0.2099999999999973	-0.0	Q0JY61
0.46999999999999886	-0.0	Q0JY77
2.6099999999999994	-0.0	Q0JY78
1.3000000000000007	-0.0	Q0JY82
2.8599999999999977	0.08283827830900452	Q0JY83
0.07000000000000028	-0.0	Q0JY84
5.869999999999999	9.210340371976182	Q0JY90
0.39000000000000057	-0.0	Q0JY93
1.7300000000000004	-0.0	Q0JY94
-0.41000000000000014	-0.0	Q0JY96
-1.629999999999999	-0.0	Q0JYA1
0.3299999999999983	-0.0	Q0JYB3
1.8600000000000012	-0.0	Q0JYB5
1.4700000000000024	-0.0	Q0JYB9
2.5799999999999983	-0.0	Q0JYC2
0.6099999999999994	-0.0	Q0JYC4
-0.10000000000000142	-0.0	Q0JYD5
-0.019999999999999574	-0.0	Q0JYD6
0.8300000000000001	-0.0	Q0JYF1
0.9000000000000021	-0.0	Q0JYF3
-0.3800000000000008	-0.0	Q0JYF5
3.16	1.1144368390150812	Q0JYF8
3.4899999999999984	3.1844743981508685	Q0JYF9
1.1499999999999986	-0.0	Q0JYG0
2.710000000000001	0.0032051309489483358	Q0JYG1
4.76	9.210340371976182	Q0JYG2
2.0299999999999994	-0.0	Q0JYG3
7.9399999999999995	9.210340371976182	Q0JYG4
-0.07000000000000028	-0.0	Q0JYG5
1.6899999999999995	-0.0	Q0JYG6
5.75	9.210340371976182	Q0JYG9
2.4499999999999993	-0.0	Q0JYH0
4.859999999999999	9.210340371976182	Q0JYH1
2.5	-0.0	Q0JYH3
3.51	3.3326045901965435	Q0JYH4
5.670000000000002	9.210340371976182	Q0JYH5
3.790000000000001	5.339139361068292	Q0JYH6
4.360000000000001	9.210340371976182	Q0JYH7
1.0100000000000016	-0.0	Q0JYH8
0.8100000000000005	-0.0	Q0JYI3
1.0599999999999987	-0.0	Q0JYI4
2.099999999999998	-0.0	Q0JYI5
-0.8200000000000021	-0.0	Q0JYI6
2.6999999999999993	0.0017014466397575704	Q0JYI9
0.4800000000000004	-0.0	Q0JYJ0
-0.5	-0.0	Q0JYJ5
1.0500000000000007	-0.0	Q0JYJ6
0.3099999999999987	-0.0	Q0JYJ7
-0.5799999999999983	-0.0	Q0JYJ8
0.0799999999999983	-0.0	Q0JYK1
0.4700000000000024	-0.0	Q0JYK2
-0.8099999999999987	-0.0	Q0JYK7
1.1799999999999997	-0.0	Q0JYK8
5.029999999999999	9.210340371976182	Q0JYL4
-2.5500000000000007	-0.0	Q0JYL5
0.129999999999999	-0.0	Q0JYN2
0.28999999999999915	-0.0	Q0JYN9
-3.3099999999999987	1.9761631922263343	Q0JYR6
2.030000000000001	-0.0	Q0JYS0
-0.21999999999999886	-0.0	Q0JYS3
0.9400000000000013	-0.0	Q0JYS5
1.2100000000000009	-0.0	Q0JYS8
0.14000000000000057	-0.0	Q0JYT4
0.08999999999999986	-0.0	Q0JYT8
0.7599999999999998	-0.0	Q0JYV4
1.6699999999999982	-0.0	Q0JYW5
2.969999999999999	0.31471074483970024	Q0JYW8
0.9399999999999995	-0.0	Q0JYX6;Q7WX71
-0.4200000000000017	-0.0	Q0JYY6
-0.1999999999999975	-0.0	Q0JYY7
-0.3100000000000023	-0.0	Q0JYZ2
-0.6000000000000014	-0.0	Q0JZ03
-0.10000000000000142	-0.0	Q0JZ04
1.8800000000000008	-0.0	Q0JZ06
-0.33000000000000185	-0.0	Q0JZ10
1.120000000000001	-0.0	Q0JZ13
0.8900000000000006	-0.0	Q0JZ26
1.3399999999999999	-0.0	Q0JZ29
-1.5899999999999999	-0.0	Q0JZ36
1.3999999999999986	-0.0	Q0JZ37
-0.7699999999999996	-0.0	Q0JZ38
-1.2999999999999972	-0.0	Q0JZ39
-2.25	-0.0	Q0JZ40
-0.9800000000000004	-0.0	Q0JZ41
-1.0799999999999983	-0.0	Q0JZ43
0.4299999999999997	-0.0	Q0JZ45
0.6900000000000013	-0.0	Q0JZ46
0.33999999999999986	-0.0	Q0JZ47
0.7400000000000002	-0.0	Q0JZ52
0.25	-0.0	Q0JZ56
0.03999999999999915	-0.0	Q0JZ57
-0.3000000000000007	-0.0	Q0JZ58
0.6600000000000001	-0.0	Q0JZ59
4.790000000000001	9.210340371976182	Q0JZ62
-0.4499999999999993	-0.0	Q0JZ63
0.3999999999999986	-0.0	Q0JZ64
1.3099999999999987	-0.0	Q0JZ67
0.5399999999999991	-0.0	Q0JZ70
0.5700000000000003	-0.0	Q0JZ72
-0.41000000000000014	-0.0	Q0JZ73
-0.3200000000000003	-0.0	Q0JZ74
0.10999999999999943	-0.0	Q0JZ76
1.4699999999999989	-0.0	Q0JZ79
