log(fold change)	-log(adjusted p)	ProtID
-1.6600000000000001	-0.0	O30332
-4.520000000000001	9.210340371976182	O30334
-4.140000000000001	9.210340371976182	O30338
0.4499999999999993	-0.0	O87816
0.240000000000002	-0.0	P14611
-0.2900000000000027	-0.0	P14697
1.3599999999999994	-0.0	P19911
1.4800000000000004	-0.0	P19912
1.259999999999998	-0.0	P19923
1.3099999999999987	-0.0	P21725
0.16000000000000014	-0.0	P23536
0.5099999999999998	-0.0	P23537
0.39000000000000057	-0.0	P23608
-2.92	3.7422802308410517	P27745
-3.1700000000000017	6.074846156047033	P27746
-2.2699999999999996	0.014403230310743743	P27749
0.23000000000000043	-0.0	P28613
-0.4299999999999997	-0.0	P28615
-0.19000000000000128	-0.0	P31638;Q0K2Z8
2.1799999999999997	0.00040008002133969133	P31903
1.3100000000000023	-0.0	P40117
1.2300000000000004	-0.0	P40118
0.9500000000000028	-0.0	P40119
0.8399999999999999	-0.0	P40289
1.1000000000000014	-0.0	P40852
0.120000000000001	-0.0	P42722
-4.370000000000001	9.210340371976182	P46368
1.1400000000000006	-0.0	P50319
3.9800000000000004	9.210340371976182	P50321
1.2300000000000004	-0.0	P50322
-0.629999999999999	-0.0	P52992
0.7300000000000004	-0.0	P52993
0.7900000000000027	-0.0	Q04539
0.31999999999999673	-0.0	Q04540
0.8200000000000003	-0.0	Q0JY13
-0.610000000000003	-0.0	Q0JY21
-0.23999999999999844	-0.0	Q0JY25
-0.16000000000000014	-0.0	Q0JY26;Q0K136
-0.3999999999999986	-0.0	Q0JY27
-0.3099999999999987	-0.0	Q0JY28
-0.5199999999999996	-0.0	Q0JY29
-0.370000000000001	-0.0	Q0JY30
-0.48999999999999844	-0.0	Q0JY31
-0.21000000000000085	-0.0	Q0JY33
0.8100000000000023	-0.0	Q0JY37
0.7800000000000011	-0.0	Q0JY39
0.06999999999999673	-0.0	Q0JY40
1.3900000000000006	-0.0	Q0JY46
-0.370000000000001	-0.0	Q0JY47
1.4699999999999989	-0.0	Q0JY54
0.7999999999999989	-0.0	Q0JY55
-0.030000000000001137	-0.0	Q0JY57
-0.5599999999999987	-0.0	Q0JY58
-0.2700000000000031	-0.0	Q0JY61
0.46999999999999886	-0.0	Q0JY77
1.370000000000001	-0.0	Q0JY78
0.23000000000000043	-0.0	Q0JY82
1.6599999999999984	-0.0	Q0JY83
-0.4200000000000017	-0.0	Q0JY84
-1.0100000000000016	-0.0	Q0JY90
0.5600000000000023	-0.0	Q0JY93
1.3599999999999994	-0.0	Q0JY94
0.6799999999999997	-0.0	Q0JY96
0.2400000000000002	-0.0	Q0JYA1
-0.4499999999999993	-0.0	Q0JYB3
2.120000000000001	-0.0	Q0JYB5
1.1300000000000026	-0.0	Q0JYB9
2.969999999999999	4.2063940660307235	Q0JYC2
0.0799999999999983	-0.0	Q0JYC4
-0.35999999999999943	-0.0	Q0JYD5
-0.38000000000000256	-0.0	Q0JYD6
0.5899999999999999	-0.0	Q0JYF1
0.41000000000000014	-0.0	Q0JYF3
0.11999999999999922	-0.0	Q0JYF5
3.469999999999999	9.210340371976182	Q0JYF8
2.6799999999999997	1.8054527963600575	Q0JYF9
1.9299999999999997	-0.0	Q0JYG0
1.7600000000000016	-0.0	Q0JYG1
3.1500000000000004	5.843044541989709	Q0JYG2
3.0699999999999985	5.099466507802871	Q0JYG3
5.27	9.210340371976182	Q0JYG4
3.380000000000001	8.111728083308073	Q0JYG5
3.2200000000000006	6.502290170873972	Q0JYG6
3.120000000000001	5.654992310486769	Q0JYG9
0.8399999999999999	-0.0	Q0JYH0
4.4399999999999995	9.210340371976182	Q0JYH1
-0.9199999999999999	-0.0	Q0JYH3
6.49	9.210340371976182	Q0JYH4
4.020000000000001	9.210340371976182	Q0JYH5
2.0500000000000007	-0.0	Q0JYH6
3.200000000000001	6.2659013928097425	Q0JYH7
1.9000000000000021	-0.0	Q0JYH8
-0.009999999999999787	-0.0	Q0JYI3
-1.0199999999999996	-0.0	Q0JYI4
-0.5900000000000034	-0.0	Q0JYI5
0.22999999999999865	-0.0	Q0JYI6
1.3399999999999999	-0.0	Q0JYI9
1.0199999999999996	-0.0	Q0JYJ0
-1.0099999999999998	-0.0	Q0JYJ5
-0.23000000000000043	-0.0	Q0JYJ6
0.10999999999999943	-0.0	Q0JYJ7
-0.36999999999999744	-0.0	Q0JYJ8
-1.1900000000000013	-0.0	Q0JYK1
0.0	-0.0	Q0JYK2
-0.36999999999999744	-0.0	Q0JYK7
-0.6500000000000021	-0.0	Q0JYK8
1.0099999999999998	-0.0	Q0JYL4
-2.7699999999999996	2.481711758891481	Q0JYL5
-2.740000000000002	2.2710864259346746	Q0JYN2
-1.25	-0.0	Q0JYN9
-4.48	9.210340371976182	Q0JYR6
2.0500000000000007	-0.0	Q0JYS0
1.4300000000000033	-0.0	Q0JYS3
